Ensembl.Gene.ID	Ensembl.Transcript.ID	Ensembl.Protein.ID	EntrezGene.ID	HGNC.symbol	Description	PSR.total	M7vM8_F61__alternative_model_kappa	M7vM8_F61__alternative_model_omega	M7vM8_F61__null_model_lnL	M7vM8_F61__alternative_model_lnL	M7vM8_F61__LRT_statistic	M7vM8_F61__LRT_P_value_full	M7vM8_F61__LRT_P_value_log10	M7vM8_F61__LRT_P_value_bonf	M7vM8_F61__LRT_P_value_bh	M7vM8_F3X4__alternative_model_kappa	M7vM8_F3X4__alternative_model_omega	M7vM8_F3X4__null_model_lnL	M7vM8_F3X4__alternative_model_lnL	M7vM8_F3X4__LRT_statistic	M7vM8_F3X4__LRT_P_value_full	M7vM8_F3X4__LRT_P_value_log10	M7vM8_F3X4__LRT_P_value_bonf	M7vM8_F3X4__LRT_P_value_bh	M1avM2a_F61__alternative_model_kappa	M1avM2a_F61__alternative_model_omega	M1avM2a_F61__null_model_lnL	M1avM2a_F61__alternative_model_lnL	M1avM2a_F61__LRT_statistic	M1avM2a_F61__LRT_P_value_full	M1avM2a_F61__LRT_P_value_log10	M1avM2a_F61__LRT_P_value_bonf	M1avM2a_F61__LRT_P_value_bh	M1avM2a_F3X4__alternative_model_kappa	M1avM2a_F3X4__alternative_model_omega	M1avM2a_F3X4__null_model_lnL	M1avM2a_F3X4__alternative_model_lnL	M1avM2a_F3X4__LRT_statistic	M1avM2a_F3X4__LRT_P_value_full	M1avM2a_F3X4__LRT_P_value_log10	M1avM2a_F3X4__LRT_P_value_bonf	M1avM2a_F3X4__LRT_P_value_bh
ENSG00000113088	ENST00000231009	ENSP00000231009	3003	GZMK	granzyme K (granzyme 3; tryptase II) [Source:HGNC Symbol;Acc:HGNC:4711]	1	2.91826	2.6173	-1694.434281	-1685.238847	18.390868	0.000101502	-3.99352540030834	1	0.000495715753521127	2.99756	2.68795	-1730.828428	-1720.769506	20.1178439999999	4.2802e-05	-4.36853593732631	0.474930992	0.000224766205395173	2.91826	2.6173	-1691.919144	-1685.238847	13.3605939999998	0.001255405	-2.90121614598315	1	0.00509322628153565	2.99756	2.68795	-1727.819049	-1720.769506	14.0990859999997	0.000867805	-3.06157785194113	1	0.00375259714731099
ENSG00000113600	ENST00000263408	ENSP00000263408	735	C9	complement component 9 [Source:HGNC Symbol;Acc:HGNC:1358]	3	3.33764	3.57485	-3879.776121	-3865.667661	28.2169199999998	7.46e-07	-6.12726117252733	0.008277616	5.09391753846154e-06	3.49081	3.66505	-3929.360984	-3913.837685	31.0465979999999	1.81e-07	-6.74232142513082	0.002008376	1.34971505376344e-06	3.33612	3.49413	-3879.756713	-3865.672202	28.169022	7.64e-07	-6.11690664142431	0.008477344	5.33837783375315e-06	3.49078	3.65909	-3928.858308	-3913.836912	30.0427919999993	2.99e-07	-6.52432881167557	0.003317704	2.24017825793383e-06
ENSG00000113905	ENST00000232003	ENSP00000232003	3273	HRG	histidine-rich glycoprotein [Source:HGNC Symbol;Acc:HGNC:5181]	1	5.52377	5.17754	-3769.505214	-3756.090784	26.8288599999996	1.493e-06	-5.82594019227497	0.016566328	9.75063449087699e-06	5.47163	4.91909	-3848.387015	-3840.665935	15.4421599999996	0.000443381	-3.35322292144245	1	0.00196084319489837	5.52149	5.26733	-3766.991355	-3756.070745	21.8412200000002	1.8082e-05	-4.74275353509263	0.200637872	0.000102523184466019	5.54682	5.24518	-3848.170211	-3840.621362	15.0976980000005	0.000526716	-3.27842348892148	1	0.0023806275910387
ENSG00000114023	ENST00000477892	ENSP00000419088	26355	FAM162A	family with sequence similarity 162, member A [Source:HGNC Symbol;Acc:HGNC:17865]	1	2.02946	7.24406	-870.77222	-861.934179	17.676082	0.000145107	-3.83831163657642	1	0.000688080030769231	2.03641	7.43907	-889.511032	-882.877743	13.266578	0.001315828	-2.88080087632452	1	0.00533251551789627	2.0294	7.24002	-868.19136	-861.934089	12.5145420000001	0.001916469	-2.71749820131849	1	0.0074850897655755	2.03634	7.4351	-889.415709	-882.877479	13.07646	0.001447048	-2.83951706266853	1	0.00598674295600298
ENSG00000114113	ENST00000232217	ENSP00000232217	5948	RBP2	retinol binding protein 2, cellular [Source:HGNC Symbol;Acc:HGNC:9920]	1	13.23794	19.19307	-685.74258	-679.724272	12.0366159999999	0.002433784	-2.61371796832893	1	0.00910780330681052	12.44161	23.74898	-732.086074	-725.570445	13.0312580000002	0.001480125	-2.82970160587677	1	0.0059205	13.26815	18.9211	-685.516055	-679.725161	11.5817880000002	0.00305525	-2.51495324722887	1	0.0114337450252951	12.39221	24.06556	-731.995028	-725.570157	12.8497420000001	0.001620742	-2.79028611340202	1	0.00665263880769231
ENSG00000114455	ENST00000357759	ENSP00000350402	11148	HHLA2	HERV-H LTR-associating 2 [Source:HGNC Symbol;Acc:HGNC:4905]	2	4.10985	15.25983	-2556.810449	-2544.762131	24.0966360000002	5.854e-06	-5.23254728190223	0.064955984	3.49978362068966e-05	4.12534	17.33326	-2592.305893	-2579.437009	25.737768	2.577e-06	-5.5888855814491	0.028594392	1.64619412780656e-05	4.11417	15.37714	-2556.804198	-2544.77113	24.0661359999995	5.944e-06	-5.22592119924748	0.065954624	3.64793274336283e-05	4.1273	17.39274	-2592.224933	-2579.437412	25.5750419999995	2.795e-06	-5.55361818777756	0.03101332	1.83359432624113e-05
ENSG00000114487	ENST00000232603	ENSP00000232603	27136	MORC1	MORC family CW-type zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:7198]	1	3.33184	6.47389	-6365.404889	-6353.982954	22.8438700000006	1.0953e-05	-4.96046691233061	0.121534488	6.30038818040435e-05	3.56994	6.97383	-6412.792738	-6403.572648	18.4401799999996	9.903e-05	-4.00423322095003	1	0.000491649610738255	3.33068	6.40616	-6364.9969	-6353.955442	22.0829159999994	1.6023e-05	-4.7952561673112	0.177791208	9.16922166064982e-05	3.5684	6.96274	-6412.674404	-6403.564225	18.2203580000005	0.000110535	-3.95650018442153	1	0.00056055592321755
ENSG00000115425	ENST00000265322	ENSP00000265322	55825	PECR	peroxisomal trans-2-enoyl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:18281]	4	3.40773	4.17271	-2147.733337	-2126.156312	43.1540500000001	0	-Inf	0	0	3.46631	4.11851	-2202.38152	-2181.120597	42.5218459999996	1e-09	-9	1.1096e-05	9.78483245149912e-09	3.40773	4.17271	-2147.020412	-2126.156309	41.7282059999998	1e-09	-9	1.1096e-05	1.02740740740741e-08	3.4663	4.11851	-2201.892855	-2181.120595	41.5445200000004	1e-09	-9	1.1096e-05	1.04090056285178e-08
ENSG00000116478	ENST00000373548	ENSP00000362649	3065	HDAC1	histone deacetylase 1 [Source:HGNC Symbol;Acc:HGNC:4852]	2	4.24634	3.67585	-3178.4672	-3170.734416	15.4655680000005	0.000438222	-3.35830582340067	1	0.00190239096713615	4.68056	2.63123	-3228.306378	-3221.094525	14.4237060000005	0.000737789	-3.13206782413621	1	0.00313299148258706	4.26214	4.03435	-3177.914626	-3170.531485	14.7662820000005	0.000621645	-3.20645755510754	1	0.00269654922595778	4.674	3.45276	-3227.706979	-3220.964695	13.4845679999999	0.001179949	-2.92813676345424	1	0.0049593614030303
ENSG00000116815	ENST00000369489	ENSP00000358501	965	CD58	CD58 molecule [Source:HGNC Symbol;Acc:HGNC:1688]	6	3.52167	4.35659	-2137.564903	-2117.543254	40.0432979999996	2e-09	-8.69897000433602	2.2192e-05	1.88868085106383e-08	3.5297	4.23636	-2162.770378	-2137.976083	49.5885900000003	0	-Inf	0	0	3.52121	4.47177	-2137.200456	-2117.46973	39.4614520000005	3e-09	-8.52287874528034	3.3288e-05	2.92513181019332e-08	3.53436	4.51674	-2161.550228	-2137.924032	47.2523920000003	0	-Inf	0	0
ENSG00000117091	ENST00000613788	ENSP00000484431	962	CD48	CD48 molecule [Source:HGNC Symbol;Acc:HGNC:1683]	1	2.96071	2.18073	-1957.530089	-1950.644187	13.771804	0.001022094	-2.99050916114455	1	0.00412105923837209	3.05981	1.99907	-1983.963323	-1978.292353	11.3419399999998	0.003444522	-2.46287103708455	1	0.0127784741263791	2.96071	2.18072	-1957.509956	-1950.644187	13.731538	0.00104288	-2.98176566121495	1	0.00430338284864262	3.05981	1.99906	-1983.804093	-1978.292353	11.0234799999998	0.004039073	-2.39371829755775	1	0.0152440659891156
ENSG00000117322	ENST00000367057	ENSP00000356024	1380	CR2	complement component (3d/Epstein Barr virus) receptor 2 [Source:HGNC Symbol;Acc:HGNC:2336]	2	4.44567	5.50543	-7175.040631	-7151.772835	46.5355920000002	0	-Inf	0	0	4.46237	5.59805	-7262.683179	-7241.641051	42.0842560000001	1e-09	-9	1.1096e-05	9.78483245149912e-09	4.44548	5.54628	-7173.681687	-7151.783046	43.7972820000014	0	-Inf	0	0	4.46241	5.71725	-7262.351015	-7241.62743	41.4471700000013	1e-09	-9	1.1096e-05	1.04090056285178e-08
ENSG00000117335	ENST00000322875	ENSP00000313875	4179	CD46	CD46 molecule, complement regulatory protein [Source:HGNC Symbol;Acc:HGNC:6953]	1	2.06245	3.57883	-2744.822365	-2738.281322	13.0820860000003	0.001442983	-2.84073878536505	1	0.0056397813906305	2.10753	3.0205	-2775.321492	-2769.801423	11.0401380000003	0.004005572	-2.397335457431	1	0.0146879798122935	2.06243	3.57071	-2744.502051	-2738.279782	12.4445379999997	0.001984737	-2.70229703399713	1	0.00772182389621318	2.10749	3.01469	-2774.984045	-2769.799293	10.3695040000002	0.005601326	-2.25170915043767	1	0.0205065721464863
ENSG00000118094	ENST00000264029	ENSP00000264029	11181	TREH	trehalase (brush-border membrane glycoprotein) [Source:HGNC Symbol;Acc:HGNC:12266]	1	6.8338	8.28361	-3437.784722	-3430.860114	13.8492159999996	0.000983288	-3.00731926091474	1	0.00398050479678949	6.92029	10.62266	-3533.013558	-3526.143777	13.7395620000007	0.001038705	-2.98350777781675	1	0.00428456159107807	6.84764	8.43393	-3437.345256	-3430.971805	12.7469019999999	0.001706261	-2.76795453577698	1	0.00671371349503546	6.93959	11.03944	-3532.648914	-3526.314278	12.6692720000001	0.001773791	-2.75109755299016	1	0.00723070717707568
ENSG00000119608	ENST00000556489	ENSP00000451223	283571	PROX2	prospero homeobox 2 [Source:HGNC Symbol;Acc:HGNC:26715]	1	5.00119	13.56979	-3840.309391	-3825.97605	28.6666819999991	5.96e-07	-6.22475374025976	0.006613216	4.12038380062305e-06	5.24632	18.8174	-3898.825272	-3890.679499	16.2915460000004	0.000289958	-3.53766490447767	1	0.00132620526298434	5.02332	27.76657	-3836.732735	-3824.545556	24.374358	5.095e-06	-5.29285581165755	0.05653412	3.14777951002227e-05	5.26099	20.21889	-3898.731993	-3890.605919	16.2521479999996	0.000295727	-3.52910902239406	1	0.00139752418739353
ENSG00000120498	ENST00000395889	ENSP00000379226	56159	TEX11	testis expressed 11 [Source:HGNC Symbol;Acc:HGNC:11733]	1	3.18592	2.53508	-5467.889559	-5455.22351	25.3320980000008	3.156e-06	-5.50086300546262	0.035018976	1.96294708520179e-05	3.09818	2.6559	-5553.641636	-5542.917448	21.4483760000003	2.2006e-05	-4.6574588913767	0.244178576	0.000121724115653041	3.18619	2.56996	-5467.759949	-5455.222655	25.0745880000013	3.59e-06	-5.44490555142168	0.03983464	2.28017401259302e-05	3.0984	2.71034	-5553.44711	-5542.916364	21.0614920000007	2.6703e-05	-4.57343994424383	0.296296488	0.000150023538227848
ENSG00000121270	ENST00000394747	ENSP00000378230	85320	ABCC11	ATP-binding cassette, sub-family C (CFTR/MRP), member 11 [Source:HGNC Symbol;Acc:HGNC:14639]	1	4.4915	5.33599	-9396.17576	-9388.541894	15.2677320000003	0.000483787	-3.31534580588757	1	0.00208550914996115	4.40343	4.35959	-9489.982694	-9484.033193	11.8990020000019	0.002607141	-2.58383548058233	1	0.00992072583539095	4.49284	5.57033	-9396.086939	-9388.537584	15.098710000002	0.00052645	-3.27864286997754	1	0.00230980197706603	4.40325	4.39164	-9489.936351	-9484.013685	11.8453320000008	0.002678051	-2.5721811566714	1	0.0105188155384071
ENSG00000121318	ENST00000240619	ENSP00000240619	50839	TAS2R10	taste receptor, type 2, member 10 [Source:HGNC Symbol;Acc:HGNC:14918]	1	4.21477	6.91764	-2259.668922	-2247.2003	24.9372439999997	3.845e-06	-5.41510365586255	0.04266412	2.3532333149476e-05	3.83973	6.40641	-2285.511253	-2274.045261	22.9319839999998	1.0481e-05	-4.97959727901612	0.116297176	6.08885738219895e-05	4.21471	6.9116	-2259.485934	-2247.19937	24.573128	4.613e-06	-5.33601654539173	0.051185848	2.87077106001122e-05	3.83965	6.40014	-2285.300638	-2274.044942	22.5113920000003	1.2933e-05	-4.88830072242645	0.143504568	7.64542184336708e-05
ENSG00000121797	ENST00000357392	ENSP00000349967	9034	CCRL2	chemokine (C-C motif) receptor-like 2 [Source:HGNC Symbol;Acc:HGNC:1612]	1	5.00207	5.03616	-2474.379356	-2468.486906	11.7848999999997	0.002760206	-2.55905850441133	1	0.0102158925203469	4.92046	5.06473	-2513.155685	-2508.203692	9.90398600000026	0.007069306	-2.1506232191825	1	0.0245281486479049	5.0069	5.34623	-2474.078408	-2468.460084	11.2366480000001	0.003630721	-2.4400071228348	1	0.0133575862785146	4.92192	5.22868	-2513.069914	-2508.198728	9.74237200000061	0.00766427	-2.11552920415855	1	0.0272660275472908
ENSG00000122033	ENST00000381116	ENSP00000370508	219402	MTIF3	mitochondrial translational initiation factor 3 [Source:HGNC Symbol;Acc:HGNC:29788]	1	4.94968	5.93575	-1993.798545	-1987.664695	12.2677000000003	0.002168217	-2.66389725479673	1	0.00818595979312691	5.08265	5.37314	-2033.865761	-2028.009571	11.7123799999999	0.002862128	-2.54331094763752	1	0.0108205016313458	4.9496	5.92764	-1993.670787	-1987.664459	12.0126559999999	0.002463116	-2.60851513465964	1	0.00940817044268503	5.08261	5.3666	-2033.728763	-2028.009008	11.4395100000002	0.003280515	-2.48405797211112	1	0.0126390952916667
ENSG00000122194	ENST00000308192	ENSP00000308938	5340	PLG	plasminogen [Source:HGNC Symbol;Acc:HGNC:9071]	6	3.65181	5.28126	-5484.246922	-5460.630691	47.2324619999999	0	-Inf	0	0	3.75835	5.54061	-5542.2405	-5518.355629	47.7697420000004	0	-Inf	0	0	3.65149	5.27013	-5483.340395	-5460.621102	45.4385860000002	0	-Inf	0	0	3.75808	5.52735	-5541.300024	-5518.348313	45.9034219999994	0	-Inf	0	0
ENSG00000122223	ENST00000368033	ENSP00000357012	51744	CD244	CD244 molecule, natural killer cell receptor 2B4 [Source:HGNC Symbol;Acc:HGNC:18171]	7	3.92927	8.64246	-3114.752126	-3076.917598	75.6690559999997	0	-Inf	0	0	3.73548	6.4525	-3149.011179	-3117.445599	63.1311599999999	0	-Inf	0	0	3.9233	8.55242	-3114.377499	-3076.915268	74.9244619999999	0	-Inf	0	0	3.73869	6.68211	-3148.818636	-3117.387084	62.863104	0	-Inf	0	0
ENSG00000123838	ENST00000367070	ENSP00000356037	722	C4BPA	complement component 4 binding protein, alpha [Source:HGNC Symbol;Acc:HGNC:1325]	4	3.60932	3.59094	-4526.783252	-4505.024467	43.51757	0	-Inf	0	0	3.52029	3.64447	-4580.578666	-4558.147117	44.8630979999998	0	-Inf	0	0	3.60951	3.57595	-4526.459963	-4505.017719	42.8844879999997	0	-Inf	0	0	3.52049	3.62466	-4580.341459	-4558.144632	44.3936540000013	0	-Inf	0	0
ENSG00000124731	ENST00000244709	ENSP00000244709	54210	TREM1	triggering receptor expressed on myeloid cells 1 [Source:HGNC Symbol;Acc:HGNC:17760]	5	3.20096	6.05842	-1932.422402	-1912.048331	40.7481419999999	1e-09	-9	1.1096e-05	9.68237347294939e-09	3.11773	5.87942	-1975.40126	-1953.751025	43.3004700000001	0	-Inf	0	0	3.20369	6.18063	-1932.249632	-1912.039973	40.4193180000002	2e-09	-8.69897000433602	2.2192e-05	1.9974797479748e-08	3.1161	5.76867	-1975.040851	-1953.747928	42.5858459999999	1e-09	-9	1.1096e-05	1.04090056285178e-08
ENSG00000124935	ENST00000244926	ENSP00000244926	10647	SCGB1D2	secretoglobin, family 1D, member 2 [Source:HGNC Symbol;Acc:HGNC:18396]	15	2.89365	19.63481	-1094.603309	-1031.499341	126.207936	0	-Inf	0	0	2.84927	18.0772	-1115.882995	-1058.503745	114.7585	0	-Inf	0	0	2.99654	17.75207	-1094.554883	-1033.412991	122.283784	0	-Inf	0	0	2.8524	15.50782	-1115.744851	-1060.330199	110.829304	0	-Inf	0	0
ENSG00000125864	ENST00000377873	ENSP00000367104	631	BFSP1	beaded filament structural protein 1, filensin [Source:HGNC Symbol;Acc:HGNC:1040]	1	3.38027	4.34092	-4071.297059	-4064.731251	13.1316159999997	0.001407686	-2.85149420859976	1	0.00551991496537103	3.62387	4.18797	-4160.96529	-4155.097751	11.7350779999997	0.002829829	-2.54823980709061	1	0.0107239694617486	3.38042	4.32657	-4071.266026	-4064.729841	13.0723699999999	0.00145001	-2.838629002641	1	0.00580422473304473	3.62314	4.43605	-4160.964202	-4155.092753	11.7428980000004	0.002818786	-2.54993789416989	1	0.0110092395128476
ENSG00000125877	ENST00000380113	ENSP00000369456	3704	ITPA	inosine triphosphatase (nucleoside triphosphate pyrophosphatase) [Source:HGNC Symbol;Acc:HGNC:6176]	2	5.24468	5.79503	-1241.431275	-1233.79171	15.2791299999999	0.000481038	-3.31782061481441	1	0.00207446469024485	4.90446	5.73358	-1272.447721	-1265.188778	14.5178860000001	0.000703852	-3.15251865100066	1	0.0030026688935025	5.24647	5.7783	-1241.475169	-1233.785228	15.3798820000002	0.000457405	-3.33969909232975	1	0.00202690330670927	4.9051	5.72443	-1273.720787	-1265.179397	17.0827799999997	0.000195219	-3.70947791621034	1	0.000947157859204198
ENSG00000126001	ENST00000397527	ENSP00000380661	11190	CEP250	centrosomal protein 250kDa [Source:HGNC Symbol;Acc:HGNC:1859]	2	5.52357	13.27961	-13236.803493	-13220.36814	32.8707059999979	7.3e-08	-7.13667713987954	0.000810008	5.69625879043601e-07	5.24049	13.7896	-13787.279433	-13774.876791	24.8052839999982	4.108e-06	-5.38636956507476	0.045582368	2.55793310886644e-05	5.55133	14.27206	-13236.583491	-13220.265708	32.6355659999972	8.2e-08	-7.08618614761628	0.000909872	6.47135135135135e-07	5.2323	13.4168	-13786.857416	-13774.826836	24.0611600000011	5.959e-06	-5.22482661457521	0.066121064	3.72848117249154e-05
ENSG00000127324	ENST00000393330	ENSP00000377003	7103	TSPAN8	tetraspanin 8 [Source:HGNC Symbol;Acc:HGNC:11855]	12	3.70255	6.76206	-2035.991762	-2000.901054	70.1814160000004	0	-Inf	0	0	3.35171	6.47764	-2066.979872	-2033.648338	66.6630679999998	0	-Inf	0	0	3.69982	6.67375	-2035.93742	-2000.899401	70.0760380000002	0	-Inf	0	0	3.35315	6.53843	-2066.603216	-2033.647451	65.9115299999999	0	-Inf	0	0
ENSG00000129214	ENST00000380450	ENSP00000369816	6462	SHBG	sex hormone-binding globulin [Source:HGNC Symbol;Acc:HGNC:10839]	1	5.46433	11.39673	-2432.637903	-2426.346307	12.5831920000001	0.001851802	-2.73240545118779	1	0.00707805545711333	5.27872	37.72171	-2493.670859	-2488.065098	11.2115219999996	0.003676622	-2.43455101841855	1	0.01356243275	5.46738	11.60088	-2432.62328	-2426.345109	12.5563419999999	0.00187683	-2.72657506323668	1	0.00734060827634826	5.25658	36.91148	-2493.514758	-2488.037606	10.9543039999999	0.004181221	-2.37869687704563	1	0.0157204017257027
ENSG00000129353	ENST00000335757	ENSP00000336888	57153	SLC44A2	solute carrier family 44 (choline transporter), member 2 [Source:HGNC Symbol;Acc:HGNC:17292]	1	4.30823	14.54259	-3807.154649	-3797.946949	18.4153999999999	0.000100264	-3.99885497333881	1	0.000490533220458554	4.41739	17.03567	-3899.552383	-3892.324262	14.4562420000002	0.000725884	-3.13913277624898	1	0.00308953159340238	4.25637	15.82077	-3804.618032	-3797.61799	14.0000839999993	0.000911844	-3.04007945523983	1	0.00381229126752072	9.08045	28.95217	-3906.806854	-3900.499265	12.615178	0.001822422	-2.73935105049669	1	0.00741804640939105
ENSG00000129465	ENST00000216274	ENSP00000216274	11035	RIPK3	receptor-interacting serine-threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:10021]	1	3.66977	3.42631	-3465.31359	-3456.951815	16.7235500000006	0.000233629	-3.6314732499232	1	0.0010681282999588	3.67474	3.45089	-3529.616972	-3521.441789	16.3503659999997	0.000281555	-3.5504367558274	1	0.0012909645785124	3.6699	3.42276	-3465.282851	-3456.949912	16.6658779999998	0.000240464	-3.61894993289357	1	0.00111592996403179	3.67475	3.44758	-3529.61669	-3521.440591	16.3521979999996	0.000281297	-3.55083489951057	1	0.00133273762254483
ENSG00000130303	ENST00000252593	ENSP00000252593	684	BST2	bone marrow stromal cell antigen 2 [Source:HGNC Symbol;Acc:HGNC:1119]	1	4.28042	3.05423	-1213.785957	-1207.583733	12.4044480000002	0.002024922	-2.69359170115154	1	0.00770261724785739	4.12963	2.57123	-1246.792406	-1239.961378	13.6620560000001	0.001079748	-2.96667759171646	1	0.00443572151351351	4.26367	3.58933	-1213.775386	-1207.541059	12.4686540000002	0.001960948	-2.70753392270778	1	0.00763515370666667	4.1275	2.64194	-1246.689331	-1239.960451	13.4577600000002	0.001195872	-2.92231530251199	1	0.00501868219062027
ENSG00000130414	ENST00000252711	ENSP00000252711	4705	NDUFA10	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10, 42kDa [Source:HGNC Symbol;Acc:HGNC:7684]	1	2.49843	2.89627	-2914.670541	-2903.603752	22.1335779999999	1.5623e-05	-4.80623556723561	0.173352808	8.75077274103988e-05	2.60214	3.11986	-2950.141989	-2939.036534	22.2109100000007	1.503e-05	-4.82304101941309	0.16677288	8.55684350949205e-05	2.49817	2.91431	-2912.052958	-2903.603631	16.8986540000005	0.000214044	-3.66949694163679	1	0.00100127834064081	2.58843	3.0871	-2947.628766	-2939.035808	17.1859159999995	0.000185407	-3.73187387319053	1	0.000903839128678085
ENSG00000130545	ENST00000356762	ENSP00000349204	92359	CRB3	crumbs family member 3 [Source:HGNC Symbol;Acc:HGNC:20237]	1	4.1548	19.59981	-892.339357	-886.576965	11.524784	0.003143583	-2.50257506848824	1	0.0114703048234134	4.5133	21.045	-919.880139	-915.414122	8.93203399999993	0.011493001	-1.93956655550952	1	0.0382502516784643	4.18515	20.88227	-892.339362	-886.529786	11.6191520000002	0.002998701	-2.52306683551548	1	0.0112486769087221	4.51339	20.93887	-919.786425	-915.413693	8.74546400000008	0.012616725	-1.89905336292165	1	0.0427858131418093
ENSG00000131016	ENST00000402676	ENSP00000384537	9590	AKAP12	A kinase (PRKA) anchor protein 12 [Source:HGNC Symbol;Acc:HGNC:370]	1	3.06911	4.18102	-11774.076981	-11762.23877	23.6764220000005	7.223e-06	-5.14128238513971	0.080146408	4.25405562632696e-05	3.64551	3.16736	-11934.012599	-11926.585981	14.853235999999	0.000595197	-3.22533926645198	1	0.002579806996875	3.06884	4.32215	-11772.973925	-11762.229866	21.4881180000011	2.1573e-05	-4.66608945652702	0.239374008	0.000120591439798489	3.64533	3.33145	-11933.433908	-11926.579794	13.7082280000031	0.001055106	-2.97670390728329	1	0.00448046543283582
ENSG00000131068	ENST00000253381	ENSP00000253381	117285	DEFB118	defensin, beta 118 [Source:HGNC Symbol;Acc:HGNC:16196]	1	4.98169	56.95605	-874.811954	-864.435755	20.7523980000001	3.1165e-05	-4.50633286877198	0.34580684	0.000165537022498803	5.12864	42.38288	-900.360723	-894.298264	12.124918	0.002328668	-2.6328924247525	1	0.0089811957344456	4.98394	57.05995	-874.811915	-864.4357	20.75243	3.1165e-05	-4.50633286877198	0.34580684	0.000169712176643768	5.12451	42.32654	-899.222292	-894.298139	9.84830600000009	0.00726888	-2.13853250073535	1	0.0259592830640489
ENSG00000131355	ENST00000253673	ENSP00000253673	84658	EMR3	egf-like module containing, mucin-like, hormone receptor-like 3 [Source:HGNC Symbol;Acc:HGNC:23647]	4	4.74777	5.60294	-4355.599096	-4333.305353	44.5874860000004	0	-Inf	0	0	4.45562	6.93516	-4439.820027	-4419.439182	40.7616899999994	1e-09	-9	1.1096e-05	9.78483245149912e-09	4.74814	5.56178	-4355.564762	-4333.305621	44.5182819999991	0	-Inf	0	0	4.45592	7.02057	-4439.604646	-4419.444522	40.320248	2e-09	-8.69897000433602	2.2192e-05	2.0083257918552e-08
ENSG00000131400	ENST00000253719	ENSP00000253719	9476	NAPSA	napsin A aspartic peptidase [Source:HGNC Symbol;Acc:HGNC:13395]	32	3.12786	11.08147	-4561.002371	-4430.976553	260.051635999998	0	-Inf	0	0	3.23271	10.59266	-4622.861908	-4494.503172	256.717472	0	-Inf	0	0	3.11917	10.7341	-4564.125654	-4430.773403	266.704502000001	0	-Inf	0	0	3.23196	10.67187	-4622.591669	-4494.288037	256.607264	0	-Inf	0	0
ENSG00000132016	ENST00000346736	ENSP00000254336	79173	C19orf57	chromosome 19 open reading frame 57 [Source:HGNC Symbol;Acc:HGNC:28153]	1	5.49294	7.09974	-5038.690201	-5022.691715	31.9969720000008	1.13e-07	-6.94692155651658	0.001253848	8.61751202749141e-07	6.06233	6.08543	-5149.584399	-5137.798926	23.5709459999998	7.614e-06	-5.11838712752165	0.084484944	4.5275961414791e-05	5.49296	7.17322	-5037.545996	-5022.687018	29.7179560000004	3.52e-07	-6.45345733652187	0.003905792	2.56622339027595e-06	6.06208	6.09874	-5149.451677	-5137.792327	23.3186999999998	8.638e-06	-5.06358680028852	0.095847248	5.27212585258526e-05
ENSG00000132256	ENST00000380034	ENSP00000369373	85363	TRIM5	tripartite motif containing 5 [Source:HGNC Symbol;Acc:HGNC:16276]	12	2.6482	4.80111	-4031.44692	-3990.100112	82.6936159999996	0	-Inf	0	0	2.58604	4.77442	-4077.773951	-4035.952658	83.6425859999999	0	-Inf	0	0	2.64838	4.79322	-4029.982721	-3990.080042	79.8053579999996	0	-Inf	0	0	2.58587	4.77167	-4077.755671	-4035.948	83.6153420000001	0	-Inf	0	0
ENSG00000133321	ENST00000255688	ENSP00000255688	5920	RARRES3	retinoic acid receptor responder (tazarotene induced) 3 [Source:HGNC Symbol;Acc:HGNC:9869]	13	3.99713	6.20916	-1546.1931	-1509.690182	73.0058359999998	0	-Inf	0	0	3.83934	5.52006	-1563.458967	-1528.677838	69.5622579999999	0	-Inf	0	0	3.99712	6.20788	-1538.22367	-1509.689688	57.0679640000003	0	-Inf	0	0	3.83934	5.5193	-1555.260413	-1528.677658	53.1655099999998	0	-Inf	0	0
ENSG00000133328	ENST00000255695	ENSP00000255695	54979	HRASLS2	HRAS-like suppressor 2 [Source:HGNC Symbol;Acc:HGNC:17824]	4	3.02808	11.73287	-1339.042114	-1324.464689	29.1548500000004	4.67e-07	-6.33068311943389	0.005181832	3.26106482064191e-06	2.71892	8.13482	-1375.934564	-1360.825364	30.2183999999997	2.74e-07	-6.56224943717961	0.003040304	2.00547757255937e-06	3.00444	11.10921	-1338.517613	-1324.416653	28.20192	7.52e-07	-6.12378215940836	0.008344192	5.26779797979798e-06	2.72892	8.60037	-1375.861121	-1360.798983	30.124276	2.87e-07	-6.54211810326601	0.003184552	2.15609478672986e-06
ENSG00000134531	ENST00000256951	ENSP00000256951	2012	EMP1	epithelial membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:3333]	10	2.68653	13.25487	-1293.194689	-1253.330679	79.72802	0	-Inf	0	0	2.34135	13.92676	-1323.420153	-1283.491496	79.8573139999999	0	-Inf	0	0	2.71925	13.97287	-1293.178522	-1253.270291	79.8164619999998	0	-Inf	0	0	2.43957	10.9303	-1324.652643	-1285.121194	79.0628979999997	0	-Inf	0	0
