Ensembl.Gene.ID	Ensembl.Transcript.ID	Ensembl.Protein.ID	UniProt.SwissProt.Accession	EntrezGene.ID	HGNC.symbol	Description	PSR.total	uncharacterized.gene.symbol	RLR	TLR.CLR.NLR.cytDNA	PRR.and.innate	secreted.UniProt	cell.membrane.UniProt	MitoCarta2	virus.interacting.human.proteins.phisto	virus.interacting.human.proteins.phisto.info	virus.infection.GenomeRNAi	virus.infection.GenomeRNAi.info	expression.mouse.immune.cells.immgen.all.14	expression.mouse.immune.cells.immgen.any	expression.mouse.immune.cells.immgen.info	differential.expression.virus.infection	human.adaptation
ENSG00000085563	ENST00000622132	ENSP00000478255	P08183	5243	ABCB1	ATP-binding cassette, sub-family B (MDR/TAP), member 1 [Source:HGNC Symbol;Acc:HGNC:40]	3	0	0	0	0	0	1	0	0	NA	0	NA	0	1	ACTT8 B DC GDT MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000087074	ENST00000200453	ENSP00000200453	O75807	23645	PPP1R15A	protein phosphatase 1, regulatory subunit 15A [Source:HGNC Symbol;Acc:HGNC:14375]	2	0	0	0	0	0	0	0	0	NA	0	NA	0	1	ACTT8 B DC GDT GN MF MO NK NKT PRET SP T4 T8	1	0
ENSG00000087460	ENST00000371100	ENSP00000360141	Q5JWF2	2778	GNAS	GNAS complex locus [Source:HGNC Symbol;Acc:HGNC:4392]	1	0	0	0	0	1	1	0	1	Adeno-associated virus 2 ISOLATE SRIVASTAVA / 1982 (Q89268)	1	Decreased viability after Maraba virus infection; Decreased viability after Maraba virus infection; Decreased viability after Maraba virus infection	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000088888	ENST00000428216	ENSP00000401980	Q7Z434	57506	MAVS	mitochondrial antiviral signaling protein [Source:HGNC Symbol;Acc:HGNC:29233]	1	0	1	0	1	0	0	1	1	Hepatitis C virus (K7Y1A2); Hepatitis C virus ISOLATE H (P27958); Hepatitis C virus ISOLATE H (P27958); Hepatitis C virus ISOLATE H (P27958); Hepatitis C virus ISOLATE H (P27958); Hepatitis B virus GENOTYPE C / SUBTYPE AYR / ISOLATE HUMAN / JAPAN / OKAMOTO (Q69027); Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876 (P0C6Z1); Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876 (P0C737); Human papillomavirus TYPE 11 (HPV 11) (B9UPF3); Human papillomavirus TYPE 16 (HPV 16) (P06927); Human papillomavirus TYPE 18 (HPV 18) (P06792); Human papillomavirus TYPE 6b (HPV 6b) (P06460)	1	Downregulation of RLR pathway after Sendai virus (SeV) infection; Decreased human papilloma virus 16 (HPV16) pseudovirus infection	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000089127	ENST00000445409	ENSP00000388001	P00973	4938	OAS1	2-5-oligoadenylate synthetase 1, 40/46kDa [Source:HGNC Symbol;Acc:HGNC:8086]	12	0	0	1	1	1	0	0	1	Hepatitis C virus (O89168)	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	1	0
ENSG00000090402	ENST00000264382	ENSP00000264382	P14410	6476	SI	sucrase-isomaltase (alpha-glucosidase) [Source:HGNC Symbol;Acc:HGNC:10856]	8	0	0	0	0	0	1	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000090512	ENST00000265029	ENSP00000265029	Q9UGM5	26998	FETUB	fetuin B [Source:HGNC Symbol;Acc:HGNC:3658]	2	0	0	0	0	1	0	0	1	Human immunodeficiency virus 1 (HIV1) (A0ZUT1); Human immunodeficiency virus 1 (HIV1) ISOLATE HXB2  (P04578); Hepatitis B virus GENOTYPE C / SUBTYPE AYR / ISOLATE HUMAN / JAPAN / OKAMOTO (Q69027)	1	Decreased human papilloma virus 16 (HPV16) pseudovirus infection; Decreased SINV infection; Decreased Sindbis virus (SINV) infection	0	0	NA	0	0
ENSG00000091128	ENST00000388781	ENSP00000373433	A4D0S4	22798	LAMB4	laminin, beta 4 [Source:HGNC Symbol;Acc:HGNC:6491]	3	0	0	0	0	1	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000091138	ENST00000340010	ENSP00000345873	P40879	1811	SLC26A3	solute carrier family 26 (anion exchanger), member 3 [Source:HGNC Symbol;Acc:HGNC:3018]	11	0	0	0	0	0	1	0	1	Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876 (Q1HVE5)	0	NA	0	0	NA	0	0
ENSG00000091317	ENST00000205636	ENSP00000205636	Q9NX76	54918	CMTM6	CKLF-like MARVEL transmembrane domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19177]	1	0	0	0	0	0	0	0	0	NA	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000091513	ENST00000402696	ENSP00000385834	P02787	7018	TF	transferrin [Source:HGNC Symbol;Acc:HGNC:11740]	5	0	0	0	0	1	0	0	1	Hepatitis C virus ISOLATE JFH-1 (Q99IB8)	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000099330	ENST00000215061	ENSP00000215061	Q9H607	79629	OCEL1	occludin/ELL domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26221]	1	0	0	0	0	0	0	0	0	NA	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000099338	ENST00000409235	ENSP00000386962	Q6ZRH7	57828	CATSPERG	catsper channel auxiliary subunit gamma [Source:HGNC Symbol;Acc:HGNC:25243]	1	0	0	0	0	0	0	0	0	NA	1	Decreased human papilloma virus 16 (HPV16) pseudovirus infection	0	1	DC	0	0
ENSG00000099812	ENST00000215582	ENSP00000215582	Q8IVT2	126353	MISP	mitotic spindle positioning [Source:HGNC Symbol;Acc:HGNC:27000]	1	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000100368	ENST00000403662	ENSP00000384053	P32927	1439	CSF2RB	colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage) [Source:HGNC Symbol;Acc:HGNC:2436]	1	0	0	0	1	0	0	0	0	NA	1	Downregulation of RLR pathway after Sendai virus (SeV) infection	0	1	B DC GN MF MO PRET PROB SP	0	0
ENSG00000100453	ENST00000216341	ENSP00000216341	P10144	3002	GZMB	granzyme B (granzyme 2, cytotoxic T-lymphocyte-associated serine esterase 1) [Source:HGNC Symbol;Acc:HGNC:4709]	5	0	0	0	0	0	0	0	1	Human adenovirus 5 (P03265); Human adenovirus 5 (P24933)	0	NA	0	1	ACTT8 DC GDT NK NKT PRET T4	0	0
ENSG00000100473	ENST00000396618	ENSP00000379862	O43405	1690	COCH	cochlin [Source:HGNC Symbol;Acc:HGNC:2180]	1	0	0	0	0	1	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000100578	ENST00000354386	ENSP00000346359	Q9BVV6	9786	KIAA0586	KIAA0586 [Source:HGNC Symbol;Acc:HGNC:19960]	1	1	0	0	0	0	0	0	1	Influenza A virus STRAIN A / WSN / 1933 TS61 (H1N1) (Q1I2B2)	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000100593	ENST00000342219	ENSP00000341490	Q6H9L7	145501	ISM2	isthmin 2 [Source:HGNC Symbol;Acc:HGNC:23176]	2	0	0	0	0	1	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000100721	ENST00000402399	ENSP00000385036	P56279	8115	TCL1A	T-cell leukemia/lymphoma 1A [Source:HGNC Symbol;Acc:HGNC:11648]	2	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000100867	ENST00000344777	ENSP00000344674	Q13268	10202	DHRS2	dehydrogenase/reductase (SDR family) member 2 [Source:HGNC Symbol;Acc:HGNC:18349]	2	0	0	0	0	0	0	0	0	NA	1	Decreased influenza A H1N1 (A/WSN/33) virus numbers; Decreased influenza A/WSN/33 replication	0	0	NA	0	0
ENSG00000100918	ENST00000620473	ENSP00000482546	O95072	9985	REC8	REC8 meiotic recombination protein [Source:HGNC Symbol;Acc:HGNC:16879]	5	0	0	0	0	0	0	0	0	NA	0	NA	0	1	SP	0	0
ENSG00000101203	ENST00000358894	ENSP00000351767	Q9P218	57642	COL20A1	collagen, type XX, alpha 1 [Source:HGNC Symbol;Acc:HGNC:14670]	2	0	0	0	0	1	0	0	0	NA	0	NA	0	1	ACTT8 B DC GDT GN MF MO NK NKT PRET T4 T8	0	0
ENSG00000101347	ENST00000262878	ENSP00000262878	Q9Y3Z3	25939	SAMHD1	SAM domain and HD domain 1 [Source:HGNC Symbol;Acc:HGNC:15925]	3	0	0	0	1	0	0	0	1	Human immunodeficiency virus 2 (HIV2) ISOLATE BEN (P18099); Human immunodeficiency virus 2 (HIV2) ISOLATE BEN (P18099); Human papillomavirus TYPE 16 (HPV 16) (P03129); Simian virus 40 (Polyomavirus maccacae) (P03070); Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1) (P03454); Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1) (P03430); Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1) (Q89733); Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1) (P15682); Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1) (P05777); Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1) (P15659); Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1) (P03470); Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1) (Q20MH0); Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1) (P03427); Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1) (P05780)	1	Increased HPV18 LCR reporter activity	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000101751	ENST00000579534	ENSP00000462664	Q9UNA4	11201	POLI	polymerase (DNA directed) iota [Source:HGNC Symbol;Acc:HGNC:9182]	1	0	0	0	0	0	0	0	0	NA	0	NA	0	1	ACTT8 B DC GDT MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000101888	ENST00000218004	ENSP00000218004	Q9NPJ8	55916	NXT2	nuclear transport factor 2-like export factor 2 [Source:HGNC Symbol;Acc:HGNC:18151]	4	0	0	0	0	0	0	0	0	NA	1	Decreased viability after Maraba virus infection; Decreased viability after Maraba virus infection	0	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4	0	0
ENSG00000101916	ENST00000311912	ENSP00000312082	Q9NR97	51311	TLR8	toll-like receptor 8 [Source:HGNC Symbol;Acc:HGNC:15632]	1	0	0	1	1	0	0	0	0	NA	0	NA	0	1	DC GN MF MO	0	0
ENSG00000102021	ENST00000371920	ENSP00000360988	Q9P127	51213	LUZP4	leucine zipper protein 4 [Source:HGNC Symbol;Acc:HGNC:24971]	4	0	0	0	0	0	0	0	0	NA	1	Decreased viability after Maraba virus infection; Decreased viability after Maraba virus infection	0	0	NA	0	0
ENSG00000102387	ENST00000372907	ENSP00000361998	Q5H9L4	54457	TAF7L	TAF7-like RNA polymerase II, TATA box binding protein (TBP)-associated factor, 50kDa [Source:HGNC Symbol;Acc:HGNC:11548]	1	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000102445	ENST00000429979	ENSP00000396935	Q9H714	80183	KIAA0226L	KIAA0226-like [Source:HGNC Symbol;Acc:HGNC:20420]	1	1	0	0	0	0	0	0	0	NA	1	Decreased human papilloma virus 16 (HPV16) pseudovirus infection	0	1	B DC GN MF MO NK NKT PROB SP	0	0
ENSG00000102837	ENST00000219022	ENSP00000219022	Q6UX06	10562	OLFM4	olfactomedin 4 [Source:HGNC Symbol;Acc:HGNC:17190]	1	0	0	0	1	1	0	0	0	NA	0	NA	0	1	GN SP	0	0
ENSG00000102893	ENST00000323584	ENSP00000313504	Q93100	5257	PHKB	phosphorylase kinase, beta [Source:HGNC Symbol;Acc:HGNC:8927]	1	0	0	0	0	0	1	0	0	NA	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000102901	ENST00000562787	ENSP00000457810	Q96BT3	80152	CENPT	centromere protein T [Source:HGNC Symbol;Acc:HGNC:25787]	1	0	0	0	0	0	0	0	0	NA	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000102977	ENST00000620338	ENSP00000483117	Q96AP0	65057	ACD	adrenocortical dysplasia homolog (mouse) [Source:HGNC Symbol;Acc:HGNC:25070]	1	0	0	0	0	0	0	0	0	NA	1	Decreased viability after Maraba virus infection; Decreased viability after Maraba virus infection	0	1	ACTT8 B DC GDT MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000103168	ENST00000567759	ENSP00000455265	Q15572	9013	TAF1C	TATA box binding protein (TBP)-associated factor, RNA polymerase I, C, 110kDa [Source:HGNC Symbol;Acc:HGNC:11534]	1	0	0	0	0	0	0	0	0	NA	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000103494	ENST00000379925	ENSP00000369257	Q68CZ1	23322	RPGRIP1L	RPGRIP1-like [Source:HGNC Symbol;Acc:HGNC:29168]	1	0	0	0	0	0	0	0	0	NA	0	NA	0	1	PROB SP	0	0
ENSG00000104689	ENST00000221132	ENSP00000221132	O00220	8797	TNFRSF10A	tumor necrosis factor receptor superfamily, member 10a [Source:HGNC Symbol;Acc:HGNC:11904]	4	0	0	0	0	0	0	0	1	Human papillomavirus TYPE 16 (HPV 16) (P03126); Human papillomavirus TYPE 16 (HPV 16) (P03126); Human papillomavirus TYPE 16 (HPV 16) (P03126)	0	NA	0	1	ACTT8 DC T4	0	0
ENSG00000105053	ENST00000599538	ENSP00000469880	Q8IV63	51231	VRK3	vaccinia related kinase 3 [Source:HGNC Symbol;Acc:HGNC:18996]	1	0	0	0	0	0	0	0	1	Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18 (Q9QR71)	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000105339	ENST00000262585	ENSP00000262585	A2RUS2	22898	DENND3	DENN/MADD domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29134]	1	0	0	0	0	0	0	0	0	NA	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000105374	ENST00000221978	ENSP00000221978	Q16617	4818	NKG7	natural killer cell granule protein 7 [Source:HGNC Symbol;Acc:HGNC:7830]	2	0	0	0	0	0	1	0	0	NA	0	NA	0	1	ACTT8 GDT MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000105383	ENST00000262262	ENSP00000262262	P20138	945	CD33	CD33 molecule [Source:HGNC Symbol;Acc:HGNC:1659]	1	0	0	0	0	0	1	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000105492	ENST00000425629	ENSP00000401502	O43699	946	SIGLEC6	sialic acid binding Ig-like lectin 6 [Source:HGNC Symbol;Acc:HGNC:10875]	5	0	0	0	1	1	1	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000105612	ENST00000222219	ENSP00000222219	O00115	1777	DNASE2	deoxyribonuclease II, lysosomal [Source:HGNC Symbol;Acc:HGNC:2960]	2	0	0	0	0	0	0	0	1	Human papillomavirus TYPE 39 (HPV 39) (P24835)	0	NA	0	1	B DC GDT GN MF MO NKT PRET PROB SP T4	0	0
ENSG00000105939	ENST00000242351	ENSP00000242351	Q7Z2W4	56829	ZC3HAV1	zinc finger CCCH-type, antiviral 1 [Source:HGNC Symbol;Acc:HGNC:23721]	3	0	0	0	1	0	0	0	0	NA	0	NA	0	0	NA	1	0
ENSG00000106066	ENST00000409850	ENSP00000387164	Q9H3G5	54504	CPVL	carboxypeptidase, vitellogenic-like [Source:HGNC Symbol;Acc:HGNC:14399]	1	0	0	0	0	0	0	0	1	Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus)  (Q76RH5); Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1) (P05777)	0	NA	0	0	NA	0	0
ENSG00000106603	ENST00000395879	ENSP00000379218	Q9GZY4	55744	COA1	cytochrome c oxidase assembly factor 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:21868]	4	0	0	0	0	0	0	1	0	NA	0	NA	0	0	NA	0	0
ENSG00000106804	ENST00000223642	ENSP00000223642	P01031	727	C5	complement component 5 [Source:HGNC Symbol;Acc:HGNC:1331]	1	0	0	0	1	1	0	0	0	NA	1	Decreased Sindbis virus (SIN) capsid and autophagosome LC3 protein colocalization; Decreased Sindbis virus (SIN) capsid and autophagosome LC3 protein colocalization; Decreased Sindbis virus (SIN) capsid and autophagosome LC3 protein colocalization; Decreased Sindbis virus (SIN) capsid and autophagosome LC3 protein colocalization	0	1	NKT	0	0
ENSG00000108622	ENST00000412356	ENSP00000415283	P13598	3384	ICAM2	intercellular adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:5345]	1	0	0	0	1	0	0	0	1	Human immunodeficiency virus 1 (HIV1) (Q9WB91); Human immunodeficiency virus 1 (HIV1) ISOLATE HXB2  (P05919); Human immunodeficiency virus 1 (HIV1) ISOLATE HXB2  (P05919); Human immunodeficiency virus 1 (HIV1) ISOLATE HXB2  (P05919); Human immunodeficiency virus 1 (HIV1) ISOLATE HXB2  (P05919)	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000109072	ENST00000226218	ENSP00000226218	P04004	7448	VTN	vitronectin [Source:HGNC Symbol;Acc:HGNC:12724]	1	0	0	0	0	1	0	0	1	Human immunodeficiency virus 1 (HIV1) ISOLATE HXB2  (P04608); Human immunodeficiency virus 1 (HIV1) ISOLATE HXB2  (P04608); Hepatitis C virus ISOLATE H (P0C045)	1	Decreased JFH-1 genotype 2a Hepatitis C virus (HCV) infection	0	0	NA	0	0
ENSG00000110074	ENST00000263578	ENSP00000263578	Q96CU9	55572	FOXRED1	FAD-dependent oxidoreductase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26927]	1	0	0	0	0	0	0	1	0	NA	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000110448	ENST00000347785	ENSP00000342681	P06127	921	CD5	CD5 molecule [Source:HGNC Symbol;Acc:HGNC:1685]	2	0	0	0	0	0	1	0	0	NA	0	NA	0	1	ACTT8 B DC GDT MO NKT PRET T4 T8	0	0
ENSG00000111729	ENST00000229332	ENSP00000229332	Q9UMR7	50856	CLEC4A	C-type lectin domain family 4, member A [Source:HGNC Symbol;Acc:HGNC:13257]	3	0	0	1	1	0	0	0	0	NA	0	NA	0	1	DC GDT GN MF MO	0	0
ENSG00000112077	ENST00000371175	ENSP00000360217	Q02094	6005	RHAG	Rh-associated glycoprotein [Source:HGNC Symbol;Acc:HGNC:10006]	2	0	0	0	0	0	0	0	0	NA	0	NA	0	1	MF SP	0	0
ENSG00000112787	ENST00000434748	ENSP00000396160	Q9HCM7	57666	FBRSL1	fibrosin-like 1 [Source:HGNC Symbol;Acc:HGNC:29308]	3	0	0	0	0	0	0	0	0	NA	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000112996	ENST00000507110	ENSP00000424328	Q9NP92	10884	MRPS30	mitochondrial ribosomal protein S30 [Source:HGNC Symbol;Acc:HGNC:8769]	1	0	0	0	0	0	0	1	0	NA	0	NA	0	1	ACTT8 B DC GDT MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000113088	ENST00000231009	ENSP00000231009	P49863	3003	GZMK	granzyme K (granzyme 3; tryptase II) [Source:HGNC Symbol;Acc:HGNC:4711]	1	0	0	0	0	1	0	0	0	NA	0	NA	0	1	ACTT8 GDT NK	0	0
ENSG00000113600	ENST00000263408	ENSP00000263408	P02748	735	C9	complement component 9 [Source:HGNC Symbol;Acc:HGNC:1358]	3	0	0	0	1	1	1	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000113905	ENST00000232003	ENSP00000232003	P04196	3273	HRG	histidine-rich glycoprotein [Source:HGNC Symbol;Acc:HGNC:5181]	1	0	0	0	1	1	0	0	1	Murid herpesvirus 4 (Murine herpesvirus 68) (O41927); Murid herpesvirus 4 (Murine herpesvirus 68) (O41947); Murid herpesvirus 4 (Murine herpesvirus 68) (O41947); Murid herpesvirus 4 (Murine herpesvirus 68) (O41927); Hepatitis C virus ISOLATE JFH-1 (Q99IB8)	1	Decreased viability after Maraba virus infection; Decreased viability after Maraba virus infection; Decreased viability after Maraba virus infection	0	0	NA	0	0
ENSG00000114023	ENST00000477892	ENSP00000419088	Q96A26	26355	FAM162A	family with sequence similarity 162, member A [Source:HGNC Symbol;Acc:HGNC:17865]	1	1	0	0	0	0	0	1	1	Measles virus STRAIN SCHWARZ (Q77M19); Measles virus STRAIN SCHWARZ (Q77M19)	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000114113	ENST00000232217	ENSP00000232217	P50120	5948	RBP2	retinol binding protein 2, cellular [Source:HGNC Symbol;Acc:HGNC:9920]	1	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	1
ENSG00000114455	ENST00000357759	ENSP00000350402	Q9UM44	11148	HHLA2	HERV-H LTR-associating 2 [Source:HGNC Symbol;Acc:HGNC:4905]	2	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000114487	ENST00000232603	ENSP00000232603	Q86VD1	27136	MORC1	MORC family CW-type zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:7198]	1	0	0	0	0	0	0	0	0	NA	1	Increased HPV18 LCR reporter activity; Increased HPV18 LCR reporter activity; Increased HPV18 LCR reporter activity; Increased HPV18 LCR reporter activity	0	0	NA	0	0
ENSG00000115425	ENST00000265322	ENSP00000265322	Q9BY49	55825	PECR	peroxisomal trans-2-enoyl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:18281]	4	0	0	0	0	0	0	0	0	NA	1	Decreased JFH-1 genotype 2a Hepatitis C virus (HCV) infection after viral supernatant infection; Decreased JFH-1 genotype 2a Hepatitis C virus (HCV) infection after direct virus infection; Decreased JFH-1 genotype 2a Hepatitis C virus (HCV) infection after viral supernatant infection; Decreased JFH-1 genotype 2a Hepatitis C virus (HCV) infection; Decreased JFH-1 genotype 2a Hepatitis C virus (HCV) infection after direct virus infection; Decreased JFH-1 genotype 2a Hepatitis C virus (HCV) infection after viral supernatant infection	0	1	ACTT8 MF SP	0	0
ENSG00000116478	ENST00000373548	ENSP00000362649	Q13547	3065	HDAC1	histone deacetylase 1 [Source:HGNC Symbol;Acc:HGNC:4852]	2	0	0	0	1	0	0	0	1	Human immunodeficiency virus 1 (HIV1) ISOLATE HXB2  (P04608); Human herpesvirus 1 (Q25BY8); Human herpesvirus 1 (B9VQG6); Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) STRAIN GK18 (Q2HR82); Human herpesvirus 1 STRAIN 17 (P04296); Human herpesvirus 1 STRAIN 17 (P10212); Human herpesvirus 1 STRAIN 17 (P32888); Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8 (P03204); Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8 (P03204); Human papillomavirus TYPE 16 (HPV 16) (P03129); Human papillomavirus TYPE 16 (HPV 16) (P03129); Human papillomavirus TYPE 16 (HPV 16) (P03129); Human papillomavirus TYPE 16 (HPV 16) (P03129); Human papillomavirus TYPE 31 (HPV 31) (P17387); Human papillomavirus TYPE 31 (HPV 31) (B1N884); Human adenovirus 2 (P03244); Fowl adenovirus 1 (Q64770); Simian virus 40 (Polyomavirus maccacae) (P03070); Human T-lymphotropic virus 1 ISOLATE CARIBBEAN (P14079); Human T-lymphotropic virus 1 ISOLATE CARIBBEAN (P14079); Murid herpesvirus 1 STRAIN K181 (A8E1C4)	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000116815	ENST00000369489	ENSP00000358501	P19256	965	CD58	CD58 molecule [Source:HGNC Symbol;Acc:HGNC:1688]	6	0	0	0	0	0	1	0	0	NA	1	Decreased influenza A H1N1 (A/Hamburg/04/2009) virus numbers; Decreased influenza A H1N1 (A/WSN/33) virus numbers; Decreased influenza A/WSN/33 replication	0	0	NA	0	0
ENSG00000117091	ENST00000613788	ENSP00000484431	P09326	962	CD48	CD48 molecule [Source:HGNC Symbol;Acc:HGNC:1683]	1	0	0	0	0	0	1	0	0	NA	1	Decreased influenza A H1N1 (A/Hamburg/04/2009) virus numbers; Decreased influenza A/WSN/33 replication	0	1	ACTT8 B DC GDT MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000117322	ENST00000367057	ENSP00000356024	P20023	1380	CR2	complement component (3d/Epstein Barr virus) receptor 2 [Source:HGNC Symbol;Acc:HGNC:2336]	2	0	0	0	1	0	0	0	1	Human immunodeficiency virus 1 (HIV1) ISOLATE HXB2  (P04578)	0	NA	0	1	B DC NK	0	0
ENSG00000117335	ENST00000322875	ENSP00000313875	P15529	4179	CD46	CD46 molecule, complement regulatory protein [Source:HGNC Symbol;Acc:HGNC:6953]	1	0	0	0	1	0	0	0	1	Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8 (P12978); Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8 (P03211); Human herpesvirus 4 (Epstein-Barr virus) (Q3KSV2); Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876 (Q69022); Measles virus (Q9WIY7); Human herpesvirus 6 STRAIN GS (P68323)	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000118094	ENST00000264029	ENSP00000264029	O43280	11181	TREH	trehalase (brush-border membrane glycoprotein) [Source:HGNC Symbol;Acc:HGNC:12266]	1	0	0	0	0	0	1	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000119608	ENST00000556489	ENSP00000451223	Q3B8N5	283571	PROX2	prospero homeobox 2 [Source:HGNC Symbol;Acc:HGNC:26715]	1	0	0	0	0	0	0	0	0	NA	0	NA	0	1	GDT	0	0
ENSG00000120498	ENST00000395889	ENSP00000379226	Q8IYF3	56159	TEX11	testis expressed 11 [Source:HGNC Symbol;Acc:HGNC:11733]	1	0	0	0	0	0	0	0	1	Human T-cell lymphotrophic virus TYPE 2 (P03363); Human T-cell lymphotrophic virus TYPE 2 (P03363)	0	NA	0	0	NA	0	0
ENSG00000121270	ENST00000394747	ENSP00000378230	Q96J66	85320	ABCC11	ATP-binding cassette, sub-family C (CFTR/MRP), member 11 [Source:HGNC Symbol;Acc:HGNC:14639]	1	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000121318	ENST00000240619	ENSP00000240619	Q9NYW0	50839	TAS2R10	taste receptor, type 2, member 10 [Source:HGNC Symbol;Acc:HGNC:14918]	1	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000121797	ENST00000357392	ENSP00000349967	O00421	9034	CCRL2	chemokine (C-C motif) receptor-like 2 [Source:HGNC Symbol;Acc:HGNC:1612]	1	0	0	0	0	0	1	0	0	NA	0	NA	0	1	DC GDT GN MF MO NK NKT PRET SP T4	0	0
